,favorite_count,id,retweet_count
239,17014,846042936437604353,3156
240,31206,845812042753855489,9634
241,26740,845677943972139009,5243
242,8114,845397057150107648,2013
243,24847,845306882940190720,5925
244,0,845098359547420673,8448
245,14526,844979544864018432,2848
246,16115,844973813909606400,3534
247,41328,844704788403113984,11377
248,17561,844580511645339650,3448
249,14535,844223788422217728,2409
250,16095,843981021012017153,3214
251,22845,843856843873095681,5098
252,18028,843604394117681152,3010
253,22957,843235543001513987,6680
254,16217,842846295480000512,3937
255,7206,842765311967449089,1413
256,19330,842535590457499648,3846
257,26186,842163532590374912,6404
258,14992,842115215311396866,3323
259,0,841833993020538882,17015
260,27411,841680585030541313,8548
261,13529,841439858740625411,4069
262,21106,841320156043304961,5977
263,17001,841314665196081154,5188
264,24546,841077006473256960,5852
265,0,840761248237133825,1939
266,0,840728873075638272,17856
267,195,840698636975636481,3
268,13179,840696689258311684,1092
269,9617,840632337062862849,1939
270,17645,840370681858686976,5040
271,20651,840268004936019968,6338
272,14399,839990271299457024,2545
273,29535,839549326359670784,8611
274,0,839290600511926273,157
275,29188,839239871831150596,7252
276,21040,838952994649550848,4410
277,11992,838921590096166913,2296
278,0,838916489579200512,37
279,0,838831947270979586,12297
280,11715,838561493054533637,1470
281,24281,838476387338051585,5340
282,0,838201503651401729,11235
283,1798,838150277551247360,359
284,149,838085839343206401,0
285,18925,838083903487373313,3487
286,36759,837820167694528512,8725
287,4134,837482249356513284,489
288,13772,837471256429613056,2563
289,22695,837366284874571778,5874
290,17217,837110210464448512,2662
291,13673,836989968035819520,2552
292,20700,836753516572119041,5121
293,13558,836677758902222849,2461
294,0,836648853927522308,614
295,0,836397794269200385,30639
296,15827,836380477523124226,3264
297,22830,836260088725786625,4757
298,20575,836001077879255040,4804
299,0,835685285446955009,9111
300,19165,835574547218894849,4028
301,0,835536468978302976,1890
302,0,835309094223372289,23432
303,17628,835297930240217089,3318
304,8365,835264098648616962,1890
305,2238,835246439529840640,81
306,28121,835172783151792128,6386
307,24174,835152434251116546,3367
308,11668,834931633769889797,1835
309,22673,834786237630337024,6056
310,14771,834574053763584002,2813
311,0,834477809192075265,11883
312,10356,834458053273591808,1865
313,22215,834209720923721728,5334
314,16954,834167344700198914,4037
315,10795,834089966724603904,2367
316,14072,834086379323871233,2462
317,14451,833863086058651648,2671
318,16507,833826103416520705,3830
319,0,833732339549220864,242
320,22261,833722901757046785,3566
321,16014,833479644947025920,2297
322,21808,833124694597443584,5408
323,14353,832998151111966721,2473
324,0,832769181346996225,44
325,18155,832757312314028032,4030
326,12827,832682457690300417,3290
327,3145,832645525019123713,579
328,17120,832636094638288896,3132
329,12916,832397543355072512,2486
330,18517,832369877331693569,3566
331,12187,832273440279240704,2609
332,0,832215909146226688,6911
333,0,832215726631055365,10459
334,72,832088576586297345,2
335,0,832040443403784192,10855
336,19288,832032802820481025,5212
337,25932,831939777352105988,6869
338,366,831926988323639298,37
339,29897,831911600680497154,7294
340,11297,831670449226514432,2024
341,7764,831650051525054464,2183
342,9735,831552930092285952,2560
343,9909,831322785565769729,1707
344,7015,831315979191906304,1242
345,12641,831309418084069378,2720
346,12863,831262627380748289,2296
347,8613,830956169170665475,1685
348,72348,830583320585068544,18851
349,0,830173239259324417,6388
350,10639,830097400375152640,3373
351,0,829878982036299777,5618
352,13251,829861396166877184,2199
353,34328,829501995190984704,11883
354,11347,829449946868879360,2278
355,37526,829374341691346946,10457
356,26560,829141528400556032,8314
357,57361,829011960981237760,18188
358,0,828801551087042563,3810
359,27685,828770345708580865,6594
360,39643,828708714936930305,12579
361,10306,828650029636317184,1506
362,6802,828409743546925057,1283
363,8285,828408677031882754,1435
364,13673,828381636999917570,2489
365,8005,828376505180889089,1191
366,13563,828372645993398273,3274
367,2371,828361771580813312,191
368,12757,828046555563323392,3200
369,11223,828011680017821696,2397
370,21851,827933404142436356,5872
371,16758,827653905312006145,3359
372,8040,827600520311402496,1055
373,17226,827324948884643840,3427
374,11480,827199976799354881,2515
375,23418,826958653328592898,5618
376,39663,826848821049180160,11548
377,0,826615380357632002,4428
378,5553,826598799820865537,287
379,10934,826598365270007810,2638
380,19987,826476773533745153,4713
381,14395,826240494070030336,2907
382,5286,826204788643753985,1054
383,17032,826115272272650244,3521
384,11357,825876512159186944,2100
385,13822,825829644528148480,2797
386,56506,825535076884762624,19325
387,19894,825147591692263424,5140
388,0,825120256414846976,1448
389,6909,825026590719483904,1448
390,0,824796380199809024,6166
391,16276,824775126675836928,3965
392,10943,824663926340194305,1953
393,12808,824325613288833024,11649
394,16356,824297048279236611,4351
395,5184,824025158776213504,667
396,11572,823939628516474880,3049
397,0,823719002937630720,12679
398,13654,823699002998870016,2714
399,14177,823581115634085888,2984
400,761,823333489516937216,29
401,17148,823322678127919110,4537
402,0,823269594223824897,11116
403,18840,822975315408461824,3875
404,144099,822872901745569793,49524
405,14376,822859134160621569,2570
406,0,822647212903690241,7216
407,16069,822610361945911296,3339
408,19782,822489057087389700,7216
409,31236,822462944365645825,16690
410,38214,822244816520155136,11116
411,0,822163064745328640,5441
412,12384,821886076407029760,2637
413,0,821813639212650496,3763
414,9192,821765923262631936,1867
415,8732,821522889702862852,1990
416,0,821421320206483457,6311
417,12861,821407182352777218,4920
418,276,821153421864615936,10
419,9536,821149554670182400,2271
420,10477,821107785811234820,2407
421,13810,821044531881721856,2582
422,0,820837357901512704,7555
423,34452,820749716845686786,11235
424,13335,820690176645140481,3638
425,0,820494788566847489,638
426,0,820446719150292993,2914
427,3644,820314633777061888,638
428,21612,820078625395449857,7091
429,0,820013781606658049,1333
430,5813,819952236453363712,1333
431,14040,819924195358416896,5472
432,14671,819711362133872643,3539
433,10435,819588359383371776,2221
434,7888,819347104292290561,1356
435,2504,819238181065359361,454
436,25212,819227688460238848,7555
437,0,819015337530290176,41303
438,0,819015331746349057,21321
439,49223,819006400881917954,21321
440,94136,819004803107983360,41303
441,0,818646164899774465,23525
442,24237,818627210458333184,8391
443,10785,818614493328580609,2917
444,0,818588835076603904,6965
445,11936,818536468981415936,2803
446,0,818307523543449600,9178
447,12017,818259473185828864,2570
448,13449,818145370475810820,2939
449,5280,817908911860748288,891
450,56729,817827839487737858,30639
451,11699,817777686764523521,3012
452,12902,817536400337801217,3433
453,0,817502432452313088,3835
454,37519,817423860136083457,17015
455,6147,817415592588222464,1093
456,0,817181837579653120,9639
457,9529,817171292965273600,2271
458,13265,817120970343411712,2964
459,9378,817056546584727552,1872
460,0,816829038950027264,5355
461,10913,816816676327063552,2312
462,10725,816697700272001025,2486
463,33463,816450570814898180,9178
464,9415,816336735214911488,2219
465,9770,816091915477250048,2440
466,0,816062466425819140,1184
467,0,816014286006976512,6022
468,5462,815990720817401858,1184
469,24633,815966073409433600,9639
470,0,815745968457060357,4676
471,10759,815736392542261248,2569
472,9013,815639385530101762,1865
473,11307,815390420867969024,4299
474,8351,814986499976527872,1472
475,12332,814638523311648768,3069
476,0,814578408554463233,6601
477,9498,814530161257443328,2103
478,31485,814153002265309185,9853
479,0,813944609378369540,3659
480,10173,813910438903693312,2136
481,39783,813812741911748608,15884
482,9152,813800681631023104,2008
483,20461,813217897535406080,8265
484,10052,813202720496779264,2041
485,21729,813187593374461952,4949
486,10232,813172488309972993,2179
487,8470,813157409116065792,2511
488,9212,813142292504645637,2669
489,4890,813130366689148928,500
490,13029,813127251579564032,3562
491,11328,813112105746448384,3140
492,11519,813096984823349248,4110
493,10823,813081950185472002,3140
494,8721,813066809284972545,2207
495,22959,813051746834595840,8303
496,8283,812781120811126785,2163
497,0,812747805718642688,7897
498,7259,812709060537683968,1628
499,6675,812503143955202048,1391
500,8768,812466873996607488,2184
501,14999,812372279581671427,4165
502,7971,811985624773361665,1593
503,8278,811744202451197953,1831
504,6111,811647686436880384,842
505,14045,811627233043480576,3559
506,22924,811386762094317568,7255
507,5847,810984652412424192,1623
508,9935,810896069567610880,2034
509,12019,810657578271330305,2996
510,38951,810284430598270976,13009
511,16121,810254108431155201,3810
512,16982,809920764300447744,4428
513,0,809808892968534016,5574
514,7601,809448704142938112,1666
515,21886,809220051211603969,6388
516,14473,809084759137812480,3976
517,11080,808838249661788160,3448
518,8666,808733504066486276,2452
519,12389,808501579447930884,2939
520,46607,808344865868283904,23525
521,0,808134635716833280,6787
522,9569,808106460588765185,2470
523,13795,808001312164028416,4006
524,16010,807621403335917568,4181
525,123541,807106840509214720,61611
526,0,807059379405148160,8323
527,14303,807010152071229440,4330
528,82693,806629075125202948,39789
529,0,806620845233815552,6271
530,5300,806576416489959424,2189
531,11207,806542213899489280,2700
532,0,806242860592926720,13285
533,7040,806219024703037440,1365
534,0,805958939288408065,6100
535,9066,805932879469572096,2155
536,7224,805826884734976000,2079
537,0,805823200554876929,9164
538,6289,805520635690676224,1877
539,9616,805487436403003392,2870
540,8543,805207613751304193,1927
541,15114,804738756058218496,4373
542,6766,804475857670639616,2293
543,0,804413760345620481,3647
544,49024,804026241225523202,18438
545,11044,803773340896923648,3146
546,0,803692223237865472,8473
547,12057,803638050916102144,4707
548,8493,803380650405482500,2118
549,0,803321560782307329,6073
550,11032,803276597545603072,2808
551,9924,802952499103731712,2277
552,0,802624713319034886,3327
553,7828,802600418706604034,1669
554,9822,802572683846291456,2854
555,17850,802323869084381190,6652
556,6971,802265048156610565,1546
557,9962,802239329049477120,2958
558,0,802185808107208704,306
559,8479,801958328846974976,1941
560,1932,801854953262350336,264
561,8997,801538201127157760,2341
562,6671,801285448605831168,941
563,26968,801167903437357056,6787
564,0,801127390143516673,4524
565,8870,801115127852503040,2367
566,764,800859414831898624,111
567,0,800855607700029440,1850
568,11538,800751577355128832,3149
569,14454,800513324630806528,3422
570,10382,800459316964663297,2434
571,0,800443802682937345,4925
572,12262,800388270626521089,3183
573,0,800188575492947969,4475
574,16824,800141422401830912,2914
575,31259,800018252395122689,15004
576,0,799774291445383169,5349
577,9250,799757965289017345,2457
578,8843,799422933579902976,2169
579,0,799308762079035393,6316
580,10897,799297110730567681,3162
581,8903,799063482566066176,2796
582,14493,798933969379225600,5093
583,8156,798925684722855936,1634
584,0,798705661114773508,7527
585,0,798701998996647937,8898
586,0,798697898615730177,7422
587,0,798694562394996736,5673
588,0,798686750113755136,2640
589,0,798682547630837760,5399
590,0,798673117451325440,6340
591,0,798665375516884993,4428
592,0,798644042770751489,2105
593,0,798628517273620480,2230
594,0,798585098161549313,6500
595,0,798576900688019456,6714
596,0,798340744599797760,3830
597,11391,798209839306514432,2898
598,12823,797971864723324932,3576
599,15966,797545162159308800,5511
600,22001,797236660651966464,7543
601,254,797165961484890113,32
602,0,796904159865868288,10164
603,8435,796865951799083009,2155
604,13065,796759840936919040,3488
605,0,796563435802726400,8337
606,8341,796484825502875648,2004
607,12130,796387464403357696,4737
608,0,796177847564038144,16276
609,35634,796149749086875649,16276
610,5441,796125600683540480,2033
611,9995,796116448414461957,2752
612,9300,796080075804475393,2629
613,11884,796031486298386433,4202
614,54862,795464331001561088,27112
615,11116,795400264262053889,3256
616,17861,795076730285391872,6166
617,0,794983741416415232,3837
618,11311,794926597468000259,2636
619,0,794355576146903043,11735
620,10515,794332329137291264,3011
621,10139,794205286408003585,3792
622,18551,793962221541933056,5574
623,10137,793845145112371200,2135
624,0,793614319594401792,3569
625,8781,793601777308463104,1860
626,11773,793500921481273345,2714
627,27135,793286476301799424,10459
628,9506,793271401113350145,2686
629,22010,793256262322548741,9474
630,11598,793241302385262592,3731
631,10822,793226087023144960,3258
632,9835,793210959003287553,3219
633,16805,793195938047070209,6388
634,7612,793180763617361921,2253
635,10351,793165685325201412,3171
636,6790,793150605191548928,1949
637,7106,793135492858580992,2828
638,13965,793120401413079041,4443
639,15801,792913359805018113,4583
640,12459,792883833364439040,4862
641,8078,792773781206999040,1917
642,14868,792394556390137856,4881
643,7911,792050063153438720,2037
644,0,791821351946420224,23945
645,0,791784077045166082,11002
646,0,791780927877898241,4329
647,49608,791774931465953280,25294
648,12937,791672322847637504,3569
649,14442,791406955684368384,4676
650,9681,791312159183634433,2892
651,0,791026214425268224,4697
652,10912,790987426131050500,2425
653,18281,790946055508652032,5355
654,0,790723298204217344,2639
655,9029,790698755171364864,2162
656,22765,790581949425475584,8144
657,8621,790337589677002753,2124
658,13829,790277117346975746,3659
659,0,790227638568808452,4078
660,10208,789986466051088384,2639
661,0,789960241177853952,4736
662,11441,789903600034189313,4708
663,8304,789628658055020548,2026
664,7481,789599242079838210,2204
665,12955,789530877013393408,3837
666,9477,789314372632018944,2616
667,0,789280767834746880,5617
668,10042,789268448748703744,2948
669,10686,789137962068021249,3174
670,30141,788908386943430656,14116
671,30212,788765914992902144,11735
672,0,788552643979468800,8217
673,17180,788412144018661376,6041
674,7970,788178268662984705,2430
675,6768,788150585577050112,1483
676,0,788070120937619456,3876
677,6754,788039637453406209,1501
678,9560,787810552592695296,3472
679,11244,787717603741622272,3164
680,11926,787397959788929025,3219
681,8582,787322443945877504,1986
682,0,787111942498508800,7611
683,29221,786963064373534720,9111
684,0,786729988674449408,2750
685,19980,786709082849828864,6911
686,11751,786664955043049472,2922
687,10345,786595970293370880,3521
688,11994,786363235746385920,3978
689,8785,786286427768250368,3259
690,16875,786233965241827333,5441
691,1585,786051337297522688,176
692,0,786036967502913536,8020
693,12507,785927819176054784,3579
694,7353,785872687017132033,2071
695,8588,785639753186217984,2510
696,10026,785533386513321988,2283
697,6702,785515384317313025,1436
698,7999,785264754247995392,1863
699,13296,785170936622350336,5523
700,11153,784826020293709826,3647
701,9871,784517518371221505,2879
702,6239,784431430411685888,1449
703,22132,784183165795655680,9164
704,32906,784057939640352768,12679
705,33082,783839966405230592,12297
706,8088,783821107061198850,2225
707,11470,783695101801398276,3649
708,9311,783466772167098368,2556
709,18575,783391753726550016,6269
710,0,783347506784731136,6376
711,32125,783334639985389568,13285
712,8949,783085703974514689,2507
713,26509,782969140009107456,8323
714,8187,782747134529531904,1575
715,18947,782722598790725632,6100
716,8567,782598640137187329,2138
717,18319,782305867769217024,6311
718,0,782021823840026624,7087
719,12181,781955203444699136,3817
720,11449,781661882474196992,3073
721,4393,781655249211752448,1263
722,22797,781524693396357120,6271
723,7834,781308096455073793,2887
724,9278,781251288990355457,2385
725,10712,781163403222056960,3087
726,23754,780931614150983680,8337
727,7895,780858289093574656,2259
728,6056,780800785462489090,1470
729,13280,780601303617732608,3763
730,6925,780543529827336192,1967
731,0,780496263422808064,4215
732,0,780476555013349377,134
733,5796,780459368902959104,1202
734,9561,780192070812196864,2532
735,0,780092040432480260,2604
736,13463,780074436359819264,5665
737,20909,779834332596887552,8020
738,9684,779377524342161408,3529
739,0,779124354206535695,20820
740,12955,779123168116150273,4121
741,16225,779056095788752897,5115
742,21961,778990705243029504,8247
743,0,778774459159379968,11265
744,941,778764940568104960,413
745,7570,778748913645780993,1517
746,6339,778650543019483137,1692
747,5104,778624900596654080,1142
748,14925,778408200802557953,4912
749,0,778396591732486144,13866
750,6413,778383385161035776,1247
751,11376,778286810187399168,3746
752,9294,778039087836069888,2988
753,7198,778027034220126208,1837
754,0,777953400541634568,3981
755,6968,777885040357281792,1857
756,12317,777684233540206592,3327
757,0,777641927919427584,4818
758,9592,777621514455814149,2820
759,15686,777189768882946048,4890
760,0,776819012571455488,15495
761,5353,776813020089548800,1369
762,9717,776477788987613185,3165
763,0,776249906839351296,10375
764,32824,776218204058357768,18049
765,10510,776201521193218049,2841
766,12881,776113305656188928,4925
767,2008,776088319444877312,172
768,0,775898661951791106,17481
769,12816,775842724423557120,3031
770,15171,775733305207554048,4524
771,14139,775729183532220416,5185
772,8164,775364825476165632,3375
773,11121,775350846108426240,4428
774,17018,775085132600442880,5349
775,9335,774757898236878852,1987
776,7370,774639387460112384,1963
777,23823,774314403806253056,6316
778,11748,773985732834758656,4379
779,6994,773922284943896577,1951
780,7204,773704687002451968,1842
781,5837,773670353721753600,1464
782,24123,773547596996571136,6965
783,0,773336787167145985,5768
784,25390,773308824254029826,8448
785,10244,773247561583001600,3614
786,10922,773191612633579521,4627
787,9391,772877495989305348,4388
788,8716,772826264096874500,2613
789,0,772615324260794368,3807
790,7083,772581559778025472,1917
791,6566,772193107915964416,1566
792,4120,772152991789019136,1267
793,4095,772117678702071809,824
794,2964,772114945936949249,530
795,4380,772102971039580160,1045
796,7184,771908950375665664,2129
797,13135,771770456517009408,3830
798,9034,771500966810099713,2946
799,11533,771380798096281600,5768
800,0,771171053431250945,8505
801,10058,771136648247640064,3282
802,6794,771102124360998913,1615
803,7529,771014301343748096,1867
804,0,771004394259247104,247
805,5415,770787852854652928,1377
806,5671,770772759874076672,1586
807,0,770743923962707968,51284
808,8009,770655142660169732,1968
809,6877,770414278348247044,2319
810,6812,770293558247038976,1675
811,0,770093767776997377,3428
812,8264,770069151037685760,2593
813,34371,769940425801170949,10855
814,6984,769695466921623552,1874
815,0,769335591808995329,8642
816,5896,769212283578875904,1925
817,15742,768970937022709760,7381
818,0,768909767477751808,3056
819,4588,768855141948723200,1008
820,4497,768609597686943744,1358
821,5503,768596291618299904,1438
822,0,768554158521745409,6552
823,14857,768473857036525572,3861
824,11918,768193404517830656,3981
825,5199,767884188863397888,1586
826,17509,767754930266464257,6073
827,8161,767500508068192258,2631
828,13408,767191397493538821,4297
829,11037,767122157629476866,3201
830,0,766864461642756096,6364
831,5551,766793450729734144,1531
832,2831,766714921925144576,429
833,4413,766693177336135680,891
834,6578,766423258543644672,1786
835,7389,766313316352462849,2120
836,0,766078092750233600,2908
837,4675,766069199026450432,982
838,4072,766008592277377025,561
839,7887,765719909049503744,2420
840,5660,765669560888528897,1373
841,28564,765395769549590528,3798
842,7729,765371061932261376,2416
843,12683,765222098633691136,3807
844,6984,764857477905154048,1983
845,6601,764259802650378240,1707
846,800,763956972077010945,61
847,13779,763837565564780549,4697
848,5920,763183847194451968,1665
849,0,763167063695355904,3404
850,8021,763103485927849985,2551
851,13299,762699858130116608,4078
852,12331,762471784394268675,7354
853,11311,762464539388485633,4736
854,5265,762316489655476224,1267
855,34870,762035686371364864,17519
856,5900,761976711479193600,2264
857,0,761750502866649088,4435
858,4650,761745352076779520,962
859,54012,761672994376806400,32630
860,4502,761599872357261312,1315
861,0,761371037149827077,20089
862,5690,761334018830917632,1621
863,4876,761292947749015552,1237
864,5799,761227390836215808,1734
865,12278,761004547850530816,3876
866,4167,760893934457552897,1087
867,7206,760656994973933572,2156
868,5395,760641137271070720,1449
869,8264,760539183865880579,4060
870,4612,760521673607086080,1571
871,29168,760290219849637889,12856
872,4284,760252756032651264,971
873,6223,760190180481531904,2025
874,0,760153949710192640,37
875,6481,759943073749200896,2335
876,16002,759923798737051648,6364
877,7314,759846353224826880,2219
878,6491,759793422261743616,2134
879,0,759566828574212096,23756
880,5117,759557299618865152,1315
881,9266,759447681597108224,2750
882,1818,759446261539934208,552
883,6609,759197388317847553,2173
884,0,759159934323924993,1318
885,15815,759099523532779520,4705
886,7099,759047813560868866,2257
887,3855,758854675097526272,1000
888,12185,758828659922702336,4283
889,6238,758740312047005698,1787
890,4152,758474966123810816,1109
891,5232,758467244762497024,2486
892,5664,758405701903519748,2150
893,3728,758355060040593408,1212
894,20927,758099635764359168,11265
895,2954,758041019896193024,423
896,7492,757741869644341248,3627
897,0,757729163776290825,9107
898,4944,757725642876129280,1366
899,4950,757611664640446465,1245
900,0,757597904299253760,326
901,4738,757596066325864448,1183
902,16490,757400162377592832,7605
903,6349,757393109802180609,1958
904,4919,757354760399941633,1589
905,6823,756998049151549440,2223
906,7230,756939218950160384,2240
907,5524,756651752796094464,1480
908,11317,756526248105566208,4063
909,4300,756303284449767430,1202
910,44231,756288534030475264,19085
911,7002,756275833623502848,1710
912,7966,755955933503782912,3220
913,17907,755206590534418437,6006
914,23056,755110668769038337,12371
915,0,754874841593970688,8978
916,7477,754856583969079297,2812
917,2802,754747087846248448,583
918,5770,754482103782404096,2171
919,4084,754449512966619136,822
920,8523,754120377874386944,2600
921,9565,754011816964026368,4017
922,6358,753655901052166144,2434
923,8595,753420520834629632,3991
924,6290,753398408988139520,2142
925,8282,753375668877008896,2604
926,0,753298634498793472,6469
927,3702,753294487569522689,1162
928,40375,753039830821511168,23432
929,4224,753026973505581056,1087
930,13732,752932432744185856,7611
931,7464,752917284578922496,1749
932,0,752701944171524096,3222
933,6536,752682090207055872,1797
934,4798,752660715232722944,1754
935,6037,752568224206688256,2549
936,8019,752519690950500352,3835
937,4153,752334515931054080,1234
938,0,752309394570878976,18602
939,6467,752173152931807232,2061
940,3359,751950017322246144,1039
941,5683,751937170840121344,1497
942,6312,751830394383790080,2175
943,6371,751793661361422336,3254
944,8570,751598357617971201,3371
945,4789,751583847268179968,1244
